rank_GPW_30as,rank_GPW_2.5am,rank_GHS_1km,name,threelett,area,pop,pwpd_GHS_1km,pwlogpd_GHS_1km,popdens,gamma_GHS_1km,pwpd_GPW_30as,pwlogpd_GPW_30as,pwpd_GPW_2.5am,pwlogpd_GPW_2.5am,pwpd_GPW_15am,pwlogpd_GPW_15am,pwpd_GPW_30am,pwlogpd_GPW_30am,pwpd_GPW_1deg,pwlogpd_GPW_1deg
103,85,83,Gambia,GMB,11300,1864883.179,5743.995069,8.140863812,165.0339096,0.380362949,1397.582397,6.158920765,1325.735474,6.124984264,1107.764893,6.195777893,557.7611084,5.853833675,161.2507477,4.914451122
104,98,9,Djibouti,DJI,23200,522737.2505,25812.65518,9.685255389,22.53177804,0.70073202,1390.416504,5.527234554,1173.531006,5.391183376,22.28602028,2.990960121,44.10667419,3.494710445,33.67332077,3.516705751
105,89,100,Paraguay,PRY,406751.9922,6482453.571,4659.364349,7.83349812,15.93711573,0.439609915,1369.05542,5.3124547,1255.691162,5.253847122,263.2206726,4.382456303,130.9438934,4.087587833,144.6571045,4.28490591
106,132,184,United States of America,GUM,540,157806.3655,1587.822183,7.114750799,292.2340102,0.269020929,1328.734863,6.858748436,797.0844116,6.432229042,0,0,0,0,0,0
107,103,48,Guatemala,GTM,108890,16278545.4,8835.620164,8.389788039,149.49532,0.351720004,1325.264404,5.944129467,1099.040283,5.889927864,649.3147583,5.746007442,389.7121887,5.551529408,284.8305969,5.42633152
108,110,2,Cabo Verde,CPV,4030,431820.4042,50651.59778,9.42100139,107.1514651,0.741849858,1318.966675,6.065741062,1027.240234,5.935619354,289.3395691,5.418235302,360.6700134,5.887963295,0,0
109,107,129,Romania,ROU,238400,19270701.8,2859.702663,6.959047131,80.83348071,0.288012162,1313.425415,5.605991364,1040.678711,5.48235321,431.5595398,5.038081169,195.3848419,4.738570213,131.4856567,4.618832588
110,105,35,Madagascar,MDG,587295,23558005.69,10822.8952,7.655576116,40.11272987,0.4214113,1284.687988,4.831548214,1078.516724,4.768111706,359.3068848,4.479941845,157.8375397,4.282806873,97.30055237,4.109489918
111,143,172,United Kingdom,IMN,570,81217.23705,1777.663406,6.880807898,142.4863808,0.397723494,1268.664063,6.318754196,709.6287842,5.92688942,119.9034042,4.762253761,0,0,0,0
112,108,170,Sweden,SWE,447430,8978301.439,1877.803649,6.600795723,20.06638231,0.348836842,1251.040771,5.383205891,1031.847046,5.293394566,305.0907593,4.543176174,280.6469421,4.640039444,86.58685303,3.917350292
113,106,153,Hungary,HUN,93030,9872163.195,2139.054289,6.92009607,106.1180608,0.262534005,1250.604492,5.660834789,1071.744751,5.576202869,457.1838074,5.241632462,208.7224579,4.976728439,159.8042603,4.893131733
114,102,145,Austria,AUT,83879.00391,8628422.93,2247.839263,6.836625087,102.867494,0.272051467,1246.335815,5.900789261,1106.800049,5.795017719,518.4729004,5.392772675,316.2524719,5.195752144,154.9112701,4.866713047
115,101,50,Venezuela,VEN,912050,29764192.96,8672.514887,8.540091451,32.63438732,0.406788927,1225.078247,5.654940605,1106.963013,5.595453739,592.0360718,5.228462219,352.526062,5.044882298,253.1818085,4.725839138
116,120,119,East Timor,TLS,14870,1110275.315,3499.088287,6.879839487,74.66545493,0.400457971,1207.444092,5.4037714,976.9678955,5.320524693,208.0216827,4.854122639,107.3899765,4.597359657,46.78297806,3.845519543
117,96,161,Marshall Islands,MHL,180,3127.08786,1929.326663,7.300262907,17.37271033,0.907002672,1206.907227,6.927009583,1215.792603,7.002248764,1277.273315,7.152482986,0,0,0,0
118,109,94,Uzbekistan,UZB,447400,30029947.96,4894.13238,7.576691633,67.12102807,0.329661535,1205.808105,5.354953766,1031.382935,5.325028419,380.5908203,5.143893719,289.303772,5.074221611,174.4285889,4.752793789
119,111,56,Ecuador,ECU,256370,15416193.15,8053.452884,8.423684685,60.13259409,0.393219523,1200.379517,5.921710491,1019.175354,5.811301231,380.1134338,5.224284649,226.8690796,4.998247623,154.3050385,4.756452084
120,112,192,Netherlands,ABW,180,90659.48785,1336.573063,6.987702074,503.6638214,0.187938241,1183.971558,6.89914465,1014.690857,6.77263546,0,0,0,0,0,0
121,117,164,Cyprus,CYP,9250,734164.236,1922.555731,7.020620871,79.3691066,0.349011089,1182.809692,6.341509819,990.7616577,6.219486713,331.1074219,5.443465233,107.0375977,4.594428539,0,0
122,116,60,Guinea,GIN,245860,12508842.46,7761.31073,8.085408022,50.87790799,0.405032878,1159.289795,5.1016469,997.1470337,5.03576088,777.6887207,4.781208038,74.2622757,4.039178848,141.9016571,4.3479743
123,161,190,United States of America,MNP,460,50753.77252,1360.721692,6.927913491,110.3342881,0.409747668,1135.721436,6.645476818,502.6074219,5.988839149,0,0,0,0,0,0
124,118,74,Rwanda,RWA,26340,11659194.58,6571.178644,8.33166949,442.6421631,0.2650288,1131.713379,6.515900135,981.1189575,6.476685524,632.5323486,6.307855606,556.7868652,6.256349564,431.8601685,6.059193134
125,97,188,United Kingdom,BMU,4290,38215.00073,1397.827748,7.016788757,8.907925579,0.604460535,1125.805054,6.991809845,1174.632935,7.060278893,0,0,0,0,0,0
126,114,32,Iraq,IRQ,435051.9922,36436392.21,11119.54181,8.637289604,83.75181097,0.376532267,1097.164795,5.814493656,1004.958252,5.775515079,667.6938477,5.583467007,419.4685669,5.380874634,292.2651367,5.187413692
127,127,193,Netherlands,CUW,444,141757.4295,1334.033361,6.99722415,319.27349,0.234572723,1083.11853,6.728618622,855.7932129,6.536822319,599.4695435,6.396045208,0,0,0,0
128,135,181,Luxembourg,LUX,2590,578563.9348,1634.747302,6.813856042,223.3837586,0.253244395,1080.857544,6.159173489,774.7072144,6.04398632,341.7388306,5.680603504,197.3776703,5.285119057,0,0
129,148,187,Vanuatu,VUT,12190,183864.4987,1432.819556,5.477184384,15.08322385,0.484017506,1067.665771,4.811304092,663.7886353,4.569739342,65.24672699,3.835340261,10.51704979,2.219454765,12.31545258,2.510854721
130,126,36,Zambia,ZMB,752610,16201202.19,10808.20575,8.489587991,21.52669004,0.459583797,1055.657471,4.403168678,862.2224121,4.345392704,309.0422668,4.085897446,157.6346588,3.898038149,68.44477081,3.549564362
131,124,43,Uganda,UGA,241550,39240414.48,9734.486069,8.506226915,162.4525543,0.330221839,1048.208618,5.910313129,893.7675781,5.859797955,567.1685181,5.706739426,401.0715942,5.59575367,277.0976257,5.417748928
132,119,182,Barbados,BRB,430,204535.5571,1624.533962,6.982511145,475.6640863,0.202557366,1041.672241,6.694495678,978.7850342,6.658412457,779.7911987,6.659026146,0,0,0,0
133,141,4,Ethiopia,ETH,1104300,98623613.23,37568.9519,9.886892573,89.30871432,0.434204441,1017.786987,5.356626511,726.5098877,5.309319973,277.9633179,5.157967567,232.1278229,5.086601257,196.8379364,5.000393391
134,122,165,Germany,DEU,357408.9844,80570618.51,1910.567368,6.996343832,225.4297514,0.167139108,1014.553711,6.241664886,941.1124268,6.179688454,637.1365967,5.958360195,437.4184875,5.771502495,346.2688904,5.655426502
135,134,171,Suriname,SUR,163820,528773.3938,1841.506573,6.932561561,3.227770686,0.528591609,1011.422302,5.158521652,774.9314575,5.017907143,232.6867523,4.275755882,103.0488586,3.836624146,25.76019287,2.770814419
136,139,105,Guyana,GUY,214970,695083.8152,4272.275061,7.263067171,3.233399149,0.585292335,1010.24707,5.29595089,730.9693604,5.075558186,50.29104233,2.932412386,107.3583374,3.679828167,28.46386909,2.733267307
137,129,163,Poland,POL,312680,38676069.32,1924.784619,6.76311501,123.6921751,0.216927788,989.9440918,5.853681087,830.8827515,5.73880291,371.1665649,5.334251881,248.7870941,5.14815712,163.0642242,4.960012913
138,125,91,Cuba,CUB,109880,11037733.73,5050.665229,7.967053358,100.4526186,0.33751533,979.5068359,5.470743179,869.0956421,5.433371544,691.815979,5.316487312,121.6005402,4.650691032,94.41707611,4.500175953
139,133,155,Latvia,LVA,64490,1924140.268,2094.288021,6.847669298,29.83625784,0.383885016,942.0839233,5.217583179,795.8779907,5.062041283,261.9443054,4.320732117,115.3398666,4.012469292,47.06864166,3.60748601
140,140,135,Seychelles,SYC,460,66451.37401,2510.320416,7.50183297,144.4595087,0.465676229,918.4619141,6.617200375,727.6078491,6.485106468,0,0,0,0,0,0
141,123,174,The Bahamas,BHS,13880,297751.3572,1751.897826,7.097412996,21.45182689,0.461580087,884.755127,5.927503586,904.9639893,5.99374485,34.38930511,3.143410683,1.444255471,0.365900874,0,0
142,138,199,United Kingdom,CYM,263.9999962,38656.43888,1080.05525,6.731702629,146.425907,0.358369113,879.8217163,6.571249008,743.5705566,6.234067917,0,0,31.00491333,3.434145689,0,0
143,169,178,Antigua and Barbuda,ATG,440,78179.00248,1662.452162,6.963178229,177.6795511,0.367364893,870.7599487,6.190817356,466.6833191,5.903087616,0,0,0,0,0,0
144,131,58,Iran,IRN,1745150,78232717.87,7955.075923,8.391912883,44.82864961,0.360325045,858.7184448,5.103516102,798.690918,5.075572014,524.5953979,4.931510925,455.7677612,4.843973637,272.4284973,4.657021046
145,128,175,France,MAF,54.4,21332.29152,1713.707555,7.157808463,392.1377117,0.369035784,835.8377075,6.72843504,835.8376465,6.728434563,0,0,0,0,0,0
146,147,11,Somalia,SOM,637660,7971409.935,23211.86265,9.037421944,12.50103493,0.563134431,827.8494873,3.881098986,674.2320557,3.812919378,278.7936096,3.72263813,95.44834137,3.523675442,58.8951416,3.308341742
147,136,31,North Korea,PRK,120540,24153593.03,11177.0897,8.612859923,200.3782398,0.34371838,824.7511597,5.992070198,755.2259521,5.963479996,545.586792,5.797261238,446.8232727,5.67762804,356.9967041,5.6065135
148,146,17,Mozambique,MOZ,799380,26551003.53,17343.01259,8.73822112,33.21449565,0.460428676,819.5968018,4.704624176,678.0994263,4.652038097,369.3516846,4.435753822,200.81427,4.25027895,91.46942902,4.14366436
149,150,49,Mongolia,MNG,1564120,2960548.872,8697.884541,7.777616138,1.892788835,0.591241814,815.5690918,4.11771822,622.4331055,4.013881207,241.0786438,3.505324364,103.2144547,3.004746914,30.07340431,2.27363658
150,145,51,Zimbabwe,ZWE,390760,15547215.61,8598.310175,8.068664927,39.78712153,0.417508605,815.442688,4.807151794,684.3948975,4.733340263,308.1829834,4.443934917,142.3682098,4.213142395,78.74123383,4.046281815
151,159,204,Solomon Islands,SLB,28900,413188.0671,907.8614992,4.71500278,14.29716495,0.404127092,813.8034668,4.367861748,531.5147705,4.195773125,83.83118439,3.656486034,25.63905907,3.053092003,0,0
152,142,47,Nicaragua,NIC,130370,5958189.534,8863.305343,8.491465456,45.70215183,0.447229639,796.6647339,5.066140175,715.8317261,5.02384901,317.8609314,4.804382801,218.4284515,4.65113306,107.5914841,4.358909607
153,144,29,Burkina Faso,BFA,274220,18125497.99,12208.69423,8.616309564,66.09838083,0.416777691,776.3921509,4.887742519,701.9575806,4.857507229,368.0831604,4.716747284,163.0976715,4.56229496,116.7636337,4.452881336
154,137,14,Comoros,COM,1861.000061,623486.7199,18215.04839,8.647514039,335.0277805,0.530729085,770.0859375,6.376578808,749.5958862,6.348662853,396.0413208,5.981518745,396.0412903,5.981518745,0,0
155,152,104,Turkmenistan,TKM,488100,5493105.535,4380.375234,7.505689466,11.25405764,0.455339399,758.5288696,3.320266962,601.8553467,3.278810978,191.6750641,3.202647209,62.30871964,3.012413979,18.94464874,2.754879475
156,149,177,Czechia,CZE,78870,10499077.34,1698.580022,6.773099201,133.1187694,0.225825327,748.3777466,5.841912746,648.5803223,5.709204674,364.8776245,5.339091778,217.9923859,5.126291752,188.1880341,5.138445377
157,153,142,Brunei,BRN,5770,384719.3191,2299.984154,7.362036375,66.67579188,0.408849981,741.7487793,6.046530724,582.3657837,5.937473297,332.3600464,5.440822601,146.9438171,4.948197842,71.06131744,4.263543129
158,164,191,Slovenia,SVN,20675,2079550.109,1336.969756,6.396490229,100.5828348,0.260366562,737.1782837,5.781668186,493.2194519,5.495241642,234.4766541,5.12836647,154.9098053,4.88013792,116.7117538,4.759707451
159,172,195,United States of America,ASM,200,45092.01424,1253.035028,6.907067869,225.4600712,0.3237218,728.7979126,6.377571106,445.9968262,6.011164188,0,0,0,0,0,0
160,160,206,United States of America,VIR,350,75937.07919,903.3816623,6.505925183,216.9630834,0.243501909,660.1367188,6.134160995,511.5694275,6.022388935,0,0,225.4077911,5.417911053,0,0
161,157,126,Kazakhstan,KAZ,2724901.875,17537207.56,3069.07843,7.396195335,6.435904252,0.416200836,635.0864258,3.754008532,549.262085,3.707410097,206.1429138,3.472750902,118.1387787,3.3082335,49.54563141,2.960705042
162,156,66,Bolivia,BOL,1098580,10664155.46,7183.068063,8.240401795,9.70721792,0.474970228,634.8128662,4.712238789,559.5929565,4.63746357,289.0869141,4.308069229,143.9820251,3.973673105,65.57328033,3.51933217
163,170,180,Slovakia,SVK,49030,5405082.964,1658.370366,6.76238158,110.2403215,0.251007488,633.8134766,5.495105267,454.1850281,5.349772453,188.1238556,4.930487156,142.4334717,4.847953796,143.59758,4.924693584
164,162,154,Trinidad and Tobago,TTO,5130,1283282.284,2129.773194,7.285480853,250.152492,0.250700566,632.7764893,5.998655319,498.5372925,5.900910378,361.1094971,5.7186203,275.184082,5.57114315,0,0
165,167,197,San Marino,SMR,60,29034.5568,1084.268901,6.733399856,483.90928,0.197043446,625.2807007,6.31991148,475.1423035,6.105865479,0,0,0,0,0,0
166,154,120,Jamaica,JAM,10990,2516777.993,3367.757392,7.606117071,229.0061868,0.288912212,610.0582886,5.875784874,579.0610962,5.878528118,328.0774841,5.619420528,288.8948669,5.581442356,0,0
167,180,207,Nauru,NRU,20,7288.409904,734.4907974,6.41589331,364.4204952,0.233955839,609.7103882,6.240133762,342.1217651,5.835166931,0,0,0,0,0,0
168,204,208,Federated States of Micronesia,FSM,700,43906.94179,593.1147526,5.620631309,62.72420255,0.342941988,603.1904907,5.412233353,129.3439941,4.647766113,232.858963,5.450432777,0,0,0,0
169,182,198,Laos,LAO,236800,6796829.665,1080.729847,5.731328566,28.70282798,0.293204418,602.6829834,4.671834946,335.2892456,4.40446806,119.5541,4.01362896,51.94438934,3.661163568,38.34088135,3.553683996
170,163,205,United Kingdom,TCA,950,22234.70008,904.1431584,6.499565622,23.40494745,0.532933791,594.9711914,6.027870178,497.8633118,5.938157558,0,0,0,0,0,0
171,155,72,United Arab Emirates,ARE,83600,8039329.735,6819.961187,8.370705582,96.16423128,0.376003815,588.416626,5.767158031,568.8496094,5.745380402,465.1046753,5.585780621,393.3503418,5.464580536,188.9649963,4.96016407
172,158,67,Gabon,GAB,267670,1492821.369,7135.515272,8.207555272,5.577096307,0.572447743,584.0988159,3.819766283,532.2154541,3.75731802,98.30352783,2.943926811,35.70159149,2.587547302,41.07787323,2.926068306
173,166,166,Lithuania,LTU,65286.00098,2857864.283,1909.79204,6.774780366,43.77453421,0.340566111,565.5465088,4.936274052,478.3836365,4.840510845,188.8076172,4.43945694,117.0187607,4.233680248,59.81362152,3.973942041
174,165,179,Croatia,HRV,56590,3843781.24,1659.042752,6.618887528,67.92332991,0.292008125,558.7783203,5.361394882,483.6645203,5.273857594,235.2416687,4.915948391,131.4837494,4.611831665,84.23390961,4.380542278
175,171,160,Saint Lucia,LCA,620,141470.4723,1946.025725,7.118785342,228.178181,0.333360992,551.6260376,5.990354538,452.5003357,5.882464409,0,0,0,0,0,0
176,168,185,Finland,FIN,338446.0156,5273368.081,1572.856695,6.442574248,15.58112029,0.362436805,511.9582825,4.550046444,470.8039856,4.498980999,145.3288269,3.922431946,197.8250122,4.110878944,80.24633789,3.771495104
177,173,138,Bulgaria,BGR,111000,7233327.756,2456.599903,6.97898189,65.16511491,0.312431785,508.4274292,5.05718565,442.4201965,4.988996029,216.0200043,4.69546032,139.1488037,4.49241066,90.22935486,4.339529514
178,175,173,Moldova,MDA,33850,4024923.824,1768.748726,6.876222889,118.904692,0.258847988,488.030304,5.295607567,418.0222778,5.244390965,210.4334869,5.010878563,158.2651672,4.954946995,118.2928238,4.756215096
179,187,147,Andorra,AND,470,69776.66642,2224.652013,7.124458633,148.4609924,0.439972557,482.0466003,5.531188965,305.315155,5.350186825,0,0,0,0,26.58456802,3.280330896
180,186,203,Saint Vincent and the Grenadines,VCT,390,47296.82798,955.9004117,6.614786857,121.2739179,0.34605283,473.6368408,5.782418728,329.4910583,5.574223518,0,0,279.7879944,5.634032249,0,0
181,174,149,France,PYF,4000,174968.7112,2206.667308,7.162164016,43.7421778,0.472739617,457.6268921,5.605426788,419.9107056,5.566264629,327.2109985,5.547050953,89.82805634,4.497897148,174.5709076,5.162330627
182,177,118,Honduras,HND,112490,7935665.866,3519.270373,7.183947704,70.54552286,0.336160143,449.8795776,5.350824833,359.9261475,5.219411373,207.8936768,4.896962643,154.5728912,4.738739967,113.3169708,4.60801506
183,184,82,Lesotho,LSO,30360,2131325.007,5778.554238,7.885904895,70.20174594,0.427340991,445.2772217,4.910487175,332.176239,4.836105824,134.5896912,4.462962151,98.62900543,4.393191814,79.09804535,4.289478779
184,176,186,Norway,NOR,625217.1094,4574301.076,1499.967653,6.347823599,7.316340207,0.39885709,417.4075012,4.701011658,394.0214233,4.666953087,256.0891113,4.416253567,156.3875122,4.213474274,40.86093903,3.235852242
185,181,19,Niger,NER,1267000,20006645.27,15860.16915,8.371182453,15.79056454,0.491892518,395.9711609,4.491805553,337.5419312,4.464794159,144.9989624,4.345586777,102.9199448,4.234651089,96.34754944,4.215074062
186,189,141,Bosnia and Herzegovina,BIH,51210,3824414.565,2361.143381,7.098420043,74.68101085,0.318496322,376.858429,4.891320229,287.0488892,4.8434062,172.0093536,4.694553852,111.9798813,4.549125195,82.27311707,4.360287189
187,185,122,Oman,OMN,309500,4463497.169,3363.444388,7.643406702,14.42163867,0.431235837,376.8037109,4.627173901,330.068634,4.562325478,159.9883728,4.134740353,86.80107117,3.941252232,98.92288971,3.952009678
188,194,211,Denmark,GRL,410450,12018.40539,180.3481677,4.687052767,0.029281046,0.675102342,366.0215454,5.595968246,265.2268066,5.069518566,8.791121483,1.210744739,1.846823096,-0.096618012,1.374496937,-0.073098883
189,178,196,Grenada,GRD,340,66874.27994,1162.93309,6.739299788,196.6890587,0.304871007,351.7111816,5.800658226,353.7675476,5.815490246,302.4876404,5.712040424,0,0,0,0
190,179,200,United Kingdom,VGB,150,20397.3418,1073.821705,6.59410896,135.9822786,0.412413707,348.0360413,5.793020725,351.5722046,5.814467907,0,0,0,0,0,0
191,183,77,Saudi Arabia,SAU,2149690,30744520.94,6198.995172,8.278488741,14.30183931,0.41642023,346.6356812,4.564535141,334.6911926,4.53517437,283.5479126,4.413542271,206.4758759,4.202719212,114.2909622,3.887078047
192,188,123,Macedonia,MKD,25710,2082746.66,3266.675277,7.486769707,81.00920499,0.364066765,327.9710388,5.124084473,287.678894,5.051345348,182.5038147,4.796022415,98.79450226,4.439572334,75.09029388,4.294974804
193,191,210,Denmark,FRO,1396.000061,34912.94329,299.619229,4.880065743,25.00927061,0.342927804,323.8115845,4.999555111,279.7089233,4.813144207,75.03342438,4.267150402,57.67930603,4.054898262,0,0
194,193,5,Chad,TCD,1284000,14275737.72,33102.31924,9.572705266,11.11817579,0.568681003,304.6383667,3.615231037,267.2932129,3.599653244,104.5524826,3.459198713,54.15019989,3.361161232,38.92105865,3.281481028
195,190,144,Libya,LBY,1759540,6146655.582,2261.051814,7.254716357,3.493330974,0.450102662,297.1611023,3.722442627,283.3500977,3.699000359,224.9295197,3.583941698,162.1011353,3.521389484,83.83577728,3.335837364
196,199,202,Liechtenstein,LIE,160,46363.31352,967.5881382,6.688601918,289.7707095,0.237571482,276.659729,5.508513927,211.7486267,5.310063839,0,0,0,0,0,0
197,198,157,eSwatini,SWZ,17360,1271258.314,2056.075095,6.934440618,73.22916553,0.341629414,273.8956604,4.755389214,215.9750977,4.68805933,110.6042557,4.524241447,90.42156219,4.414821625,80.68457794,4.390547276
198,192,194,France,NCL,18580,162918.8746,1332.152693,6.632583919,8.76850778,0.51103419,271.7947388,3.497326612,276.3650513,3.638750315,57.17092514,3.314664602,17.02815056,2.477665663,4.224099636,1.43896246
199,196,201,Saint Kitts and Nevis,KNA,260,35413.97539,997.5914595,6.463197529,136.2075976,0.358079061,270.7333984,5.464232445,236.8926544,5.36207056,0,0,0,0,0,0
200,197,152,Iceland,ISL,103000,285623.6709,2154.768002,7.23348229,2.773045348,0.576608299,249.1450653,4.525913715,225.0841217,4.430034161,163.0460968,4.089467525,113.6114502,3.872356176,30.70886803,2.944136143
201,195,162,Tonga,TON,750,81425.99525,1928.30474,7.139143789,108.5679937,0.434590342,248.2576904,5.417222023,253.0552826,5.451063633,0,0,0,0,0,0
202,200,183,Samoa,WSM,2840,116311.5114,1613.817818,6.935850928,40.95475753,0.462033902,219.9940796,4.864255428,200.1706238,4.807637691,137.7721863,4.695374966,36.45360184,3.59604001,30.53363991,3.418828964
203,201,150,Dominica,DMA,750,52247.59399,2198.419204,7.223632359,69.66345865,0.521416881,187.8560944,4.912540436,163.2728577,4.823924541,108.8315277,4.689801216,0,0,0,0
204,202,55,Bhutan,BTN,38393.99902,927442.5644,8247.210697,6.495686868,24.15592509,0.552604251,177.6134796,4.311784744,146.1346436,4.229511738,130.8396759,4.4521451,106.2150269,4.174986839,20.12978172,2.944745779
205,203,1,Eritrea,ERI,117600,5356984.881,64108.06236,10.06405403,45.55259252,0.620936219,145.3578186,4.233722687,137.5957947,4.21796751,116.5150223,4.182117939,90.27344513,4.131483078,70.84914398,4.059540272
206,205,6,Papua New Guinea,PNG,462840,7002680.752,32508.40408,8.986512474,15.1298089,0.588156889,121.4160919,3.6611619,113.9136276,3.643830299,62.48104095,3.498617649,44.76351547,3.383983135,33.48423386,3.27900219
207,207,124,Botswana,BWA,581730,2243105.805,3229.865636,7.39205117,3.855922516,0.507059392,120.2628098,2.849277735,97.3008728,2.793756962,30.39513588,2.450226545,19.42593002,2.223134279,22.2212162,2.505288363
208,206,93,Equatorial Guinea,GNQ,28050,740669.4299,4968.176504,7.966272821,26.40532727,0.511362363,104.8771286,3.88279748,99.84975433,3.852036238,74.95304108,3.666484118,85.00969696,3.811284065,17.10527039,2.839386702
209,208,168,Montenegro,MNE,13810,601654.2956,1902.765217,6.879552303,43.56656739,0.396172737,92.63251495,4.250033855,88.93154907,4.223993301,66.33350372,4.016121864,80.12864685,4.114719391,57.60649872,4.047655106
210,209,209,Palau,PLW,460,4219.096858,407.8108773,5.680171164,9.17194969,0.618906129,41.69487762,3.465041399,37.0665741,3.31629777,16.29309654,2.790741444,0,0,0,0
211,210,146,Belize,BLZ,22970,285074.6797,2233.647816,7.146701796,12.41073921,0.517113918,22.98058701,2.965612411,22.47280693,2.952358484,21.16193771,2.914700747,21.49551392,2.95077467,18.41811371,2.880408049